satisfaction,evaluation,projects,hours,history,accident,left,promotion,department,salary
0.78,0.6,0.008169732877589882,0.005636355528677661,0.0043080243187625265,No,No,Yes,sales,medium
0.92,0.66,0.00612729965819241,0.009065466934236797,0.006462036478143789,No,No,No,technical,high
0.95,0.53,0.008169732877589882,0.010366164363931642,0.006462036478143789,No,No,No,management,low
0.43,0.48,0.004084866438794941,0.006306411780338641,0.006462036478143789,No,Yes,No,sales,medium
0.87,0.87,0.008169732877589882,0.005675770602304777,0.006462036478143789,No,No,No,management,low
0.62,0.94,0.00612729965819241,0.005951676117694593,0.008616048637525053,No,No,No,management,medium
0.75,0.73,0.004084866438794941,0.00599109119132171,0.008616048637525053,No,No,No,management,low
0.93,0.75,0.010212166096987352,0.005636355528677661,0.006462036478143789,No,No,No,management,low
0.77,0.91,0.010212166096987352,0.010563239732067225,0.006462036478143789,Yes,No,No,management,medium
0.09,0.97,0.014297032535782291,0.010011428701287593,0.008616048637525053,Yes,Yes,No,technical,medium
0.09,0.91,0.01225459931638482,0.01083914524745704,0.008616048637525053,No,Yes,No,management,low
0.83,0.81,0.010212166096987352,0.008631901124338516,0.010770060796906317,No,Yes,No,sales,low
0.11,0.78,0.014297032535782291,0.01095739046833839,0.008616048637525053,No,Yes,No,sales,low
0.82,0.97,0.010212166096987352,0.00926254230237238,0.006462036478143789,No,No,No,management,medium
0.58,0.83,0.008169732877589882,0.008158920240813118,0.006462036478143789,No,No,No,sales,low
0.69,0.88,0.00612729965819241,0.006464072074847108,0.021540121593812633,No,No,No,technical,medium
0.75,0.37,0.00612729965819241,0.010090258848541827,0.006462036478143789,No,No,No,technical,medium
0.81,0.53,0.00612729965819241,0.005833430896813243,0.006462036478143789,No,No,No,technical,low
0.68,0.67,0.008169732877589882,0.005321034939660729,0.0043080243187625265,No,No,No,sales,medium
0.5,0.73,0.00612729965819241,0.006069921338575942,0.021540121593812633,No,No,No,management,medium
0.11,0.94,0.01225459931638482,0.010405579437558758,0.008616048637525053,No,Yes,No,management,low
0.92,0.6,0.00612729965819241,0.0070552981792538555,0.0043080243187625265,No,No,No,management,low
0.96,0.62,0.008169732877589882,0.009972013627660477,0.015078085115668842,No,No,No,sales,medium
0.51,0.95,0.008169732877589882,0.01016908899579606,0.006462036478143789,No,No,No,management,medium
0.14,0.51,0.010212166096987352,0.010208504069423176,0.010770060796906317,No,No,No,technical,medium
0.19,0.93,0.00612729965819241,0.004335658098982816,0.008616048637525053,No,No,No,technical,medium
0.76,0.92,0.008169732877589882,0.006069921338575942,0.006462036478143789,No,No,No,management,medium
0.78,0.9,0.008169732877589882,0.004099167657220117,0.008616048637525053,No,No,No,technical,low
0.57,0.97,0.008169732877589882,0.008828976492474098,0.008616048637525053,No,No,No,technical,medium
0.4,0.72,0.00612729965819241,0.008040675019931769,0.008616048637525053,Yes,No,No,sales,low
0.77,0.91,0.008169732877589882,0.009420202596880846,0.006462036478143789,Yes,No,No,technical,low
0.11,0.85,0.01225459931638482,0.010287334216677409,0.008616048637525053,No,Yes,No,management,low
0.4,0.53,0.004084866438794941,0.006227581633084409,0.006462036478143789,No,Yes,No,sales,low
0.89,0.5,0.008169732877589882,0.00938078752325373,0.006462036478143789,No,No,No,technical,medium
0.74,0.64,0.008169732877589882,0.005794015823186127,0.010770060796906317,No,No,No,technical,medium
0.38,0.5,0.004084866438794941,0.0055181103077963116,0.006462036478143789,No,Yes,No,sales,medium
0.86,0.51,0.008169732877589882,0.00599109119132171,0.006462036478143789,Yes,No,No,sales,low
0.28,0.77,0.00612729965819241,0.00871073127159275,0.006462036478143789,No,No,No,sales,high
0.49,0.49,0.008169732877589882,0.010090258848541827,0.006462036478143789,Yes,No,No,management,low
0.68,0.61,0.010212166096987352,0.010681484952948574,0.0043080243187625265,No,No,No,management,high
0.68,0.49,0.00612729965819241,0.009065466934236797,0.006462036478143789,No,No,No,technical,medium
0.82,0.67,0.00612729965819241,0.009026051860609681,0.006462036478143789,No,No,No,sales,medium
0.62,0.69,0.00612729965819241,0.008158920240813118,0.008616048637525053,No,No,No,technical,low
0.61,0.82,0.00612729965819241,0.006188166559457292,0.0043080243187625265,No,No,No,sales,low
0.88,0.82,0.00612729965819241,0.010444994511185876,0.006462036478143789,No,No,No,technical,medium
0.77,1.0,0.010212166096987352,0.009026051860609681,0.010770060796906317,No,Yes,No,technical,low
0.58,0.49,0.004084866438794941,0.004217412878101467,0.006462036478143789,No,No,No,technical,medium
0.45,0.54,0.004084866438794941,0.00508454449789803,0.006462036478143789,No,Yes,No,technical,medium
0.74,0.44,0.010212166096987352,0.0066611474429826905,0.006462036478143789,Yes,No,No,technical,medium
0.71,0.63,0.00612729965819241,0.008040675019931769,0.006462036478143789,No,No,No,management,low
0.9,0.49,0.01225459931638482,0.00689763788474539,0.008616048637525053,No,No,No,sales,low
0.86,0.97,0.008169732877589882,0.006109336412203059,0.006462036478143789,No,No,No,technical,low
0.11,0.79,0.01225459931638482,0.011509201499118021,0.008616048637525053,No,Yes,Yes,technical,low
0.74,0.79,0.010212166096987352,0.009341372449626613,0.008616048637525053,No,No,No,technical,low
0.8,0.81,0.00612729965819241,0.007843599651796186,0.008616048637525053,Yes,No,No,management,medium
0.64,0.38,0.010212166096987352,0.006739977590236923,0.012924072956287579,Yes,No,Yes,sales,high
1.0,0.58,0.00612729965819241,0.004414488246237049,0.0043080243187625265,No,No,No,sales,high
0.65,0.6,0.010212166096987352,0.006306411780338641,0.006462036478143789,No,No,No,technical,medium
0.55,0.59,0.008169732877589882,0.009065466934236797,0.006462036478143789,No,No,No,technical,low
0.31,0.75,0.008169732877589882,0.008671316197965632,0.006462036478143789,No,No,No,management,low
0.88,0.6,0.008169732877589882,0.008828976492474098,0.0043080243187625265,No,No,No,sales,low
0.11,0.89,0.01225459931638482,0.010247919143050293,0.010770060796906317,No,Yes,No,sales,low
0.84,0.99,0.008169732877589882,0.010326749290304527,0.012924072956287579,No,Yes,No,sales,medium
0.17,0.6,0.010212166096987352,0.005675770602304777,0.012924072956287579,No,No,No,technical,medium
0.36,0.55,0.004084866438794941,0.00599109119132171,0.006462036478143789,No,Yes,No,management,low
0.59,0.47,0.00612729965819241,0.00508454449789803,0.0043080243187625265,No,No,No,technical,medium
0.79,0.61,0.008169732877589882,0.008947221713355448,0.0043080243187625265,No,No,Yes,sales,high
0.7,0.54,0.00612729965819241,0.007804184578169069,0.006462036478143789,Yes,No,Yes,management,low
0.63,0.94,0.004084866438794941,0.008986636786982565,0.0043080243187625265,Yes,No,No,technical,low
0.56,0.48,0.010212166096987352,0.00756769413640637,0.0043080243187625265,Yes,No,No,technical,medium
0.87,0.73,0.010212166096987352,0.007252373547389438,0.006462036478143789,No,No,No,technical,low
0.99,0.73,0.010212166096987352,0.007764769504541953,0.008616048637525053,Yes,No,No,technical,low
0.34,0.46,0.004084866438794941,0.0066611474429826905,0.0043080243187625265,Yes,No,No,management,low
0.71,0.76,0.00612729965819241,0.005281619866033612,0.006462036478143789,Yes,No,No,management,low
0.8,0.55,0.008169732877589882,0.005675770602304777,0.010770060796906317,Yes,No,No,technical,high
0.9,0.79,0.00612729965819241,0.006069921338575942,0.0043080243187625265,No,No,No,technical,medium
0.42,0.56,0.004084866438794941,0.005636355528677661,0.006462036478143789,No,Yes,No,management,medium
0.38,0.47,0.004084866438794941,0.005675770602304777,0.006462036478143789,No,Yes,No,management,low
0.75,1.0,0.010212166096987352,0.008789561418846983,0.012924072956287579,No,Yes,No,sales,medium
0.42,0.46,0.004084866438794941,0.005636355528677661,0.006462036478143789,No,Yes,No,technical,low
0.56,0.83,0.010212166096987352,0.006188166559457292,0.006462036478143789,No,No,No,management,medium
0.6,0.59,0.010212166096987352,0.005754600749559011,0.008616048637525053,No,No,No,sales,low
0.97,0.5,0.00612729965819241,0.008868391566101214,0.0043080243187625265,No,No,No,management,medium
0.77,0.59,0.010212166096987352,0.00744944891552502,0.010770060796906317,No,No,No,technical,low
0.42,0.51,0.004084866438794941,0.005360450013287846,0.006462036478143789,No,Yes,No,technical,medium
0.94,0.61,0.00612729965819241,0.0055181103077963116,0.0043080243187625265,No,No,No,management,medium
0.27,0.42,0.01225459931638482,0.006818807737491156,0.015078085115668842,No,No,No,sales,medium
0.55,0.99,0.008169732877589882,0.009774938259524895,0.006462036478143789,No,No,No,management,low
0.94,0.75,0.010212166096987352,0.00938078752325373,0.0043080243187625265,No,No,No,management,medium
0.29,0.65,0.010212166096987352,0.004335658098982816,0.010770060796906317,Yes,No,No,sales,low
0.1,0.9,0.01225459931638482,0.011785107014507837,0.008616048637525053,No,Yes,No,management,low
0.39,0.54,0.004084866438794941,0.005202789718779379,0.006462036478143789,No,Yes,No,management,low
0.37,0.55,0.004084866438794941,0.00599109119132171,0.006462036478143789,No,Yes,No,technical,medium
0.74,0.77,0.00612729965819241,0.008316580535321584,0.006462036478143789,No,No,No,technical,high
0.98,0.67,0.008169732877589882,0.00744944891552502,0.008616048637525053,No,No,No,management,high
0.5,0.96,0.008169732877589882,0.010799730173829923,0.006462036478143789,No,No,No,sales,low
0.5,0.54,0.00612729965819241,0.005281619866033612,0.006462036478143789,No,No,No,sales,medium
0.61,0.48,0.008169732877589882,0.006424657001219991,0.006462036478143789,No,No,No,sales,medium
0.88,0.68,0.010212166096987352,0.006188166559457292,0.008616048637525053,Yes,No,No,management,medium
0.1,0.89,0.01225459931638482,0.010208504069423176,0.010770060796906317,No,Yes,No,management,medium
0.54,0.71,0.004084866438794941,0.007646524283660603,0.0043080243187625265,No,No,No,management,low
0.83,0.95,0.010212166096987352,0.009065466934236797,0.010770060796906317,No,Yes,No,management,medium
0.88,0.51,0.00612729965819241,0.008198335314440234,0.006462036478143789,No,No,No,management,medium
0.69,0.64,0.00612729965819241,0.01083914524745704,0.006462036478143789,No,No,No,technical,low
0.85,0.82,0.008169732877589882,0.010642069879321458,0.010770060796906317,No,Yes,No,sales,low
0.91,0.87,0.008169732877589882,0.00926254230237238,0.010770060796906317,No,Yes,No,technical,low
0.78,0.68,0.008169732877589882,0.006858222811118273,0.006462036478143789,Yes,No,No,technical,low
0.87,0.57,0.008169732877589882,0.008947221713355448,0.006462036478143789,No,No,No,technical,low
0.54,0.72,0.010212166096987352,0.008119505167186002,0.008616048637525053,No,No,No,sales,high
0.71,0.55,0.010212166096987352,0.008828976492474098,0.006462036478143789,No,No,No,management,medium
0.14,0.76,0.008169732877589882,0.005596940455050545,0.021540121593812633,No,No,No,technical,high
0.86,0.86,0.00612729965819241,0.006109336412203059,0.008616048637525053,No,No,No,sales,low
0.5,0.77,0.00612729965819241,0.010523824658440109,0.0043080243187625265,No,No,No,technical,high
0.54,0.72,0.008169732877589882,0.010208504069423176,0.0043080243187625265,Yes,No,No,sales,low
0.24,0.77,0.010212166096987352,0.007015883105626739,0.010770060796906317,No,No,No,sales,low
0.64,0.64,0.00612729965819241,0.009223127228745263,0.006462036478143789,Yes,No,No,sales,high
0.95,0.4,0.010212166096987352,0.011272711057355321,0.008616048637525053,No,No,No,management,low
0.95,0.81,0.010212166096987352,0.008277165461694467,0.008616048637525053,No,No,No,sales,medium
0.97,0.95,0.00612729965819241,0.010129673922168942,0.0043080243187625265,No,No,No,management,medium
0.65,0.48,0.00612729965819241,0.005163374645152263,0.006462036478143789,Yes,No,No,sales,medium
0.42,0.55,0.004084866438794941,0.005754600749559011,0.006462036478143789,No,Yes,No,management,low
0.48,0.6,0.008169732877589882,0.009065466934236797,0.006462036478143789,No,No,No,technical,medium
0.85,0.87,0.010212166096987352,0.009656693038643546,0.010770060796906317,No,Yes,No,technical,low
0.7,0.68,0.010212166096987352,0.008868391566101214,0.015078085115668842,No,No,No,sales,medium
0.8,0.85,0.008169732877589882,0.010405579437558758,0.010770060796906317,No,Yes,No,management,medium
0.74,0.64,0.00612729965819241,0.010523824658440109,0.010770060796906317,No,No,No,sales,low
0.09,0.77,0.01225459931638482,0.011115050762846856,0.010770060796906317,No,Yes,No,sales,medium
0.42,0.47,0.004084866438794941,0.006188166559457292,0.006462036478143789,No,Yes,No,sales,low
0.78,0.66,0.00612729965819241,0.006464072074847108,0.006462036478143789,No,Yes,No,sales,low
0.53,0.51,0.008169732877589882,0.006858222811118273,0.0043080243187625265,No,No,No,management,medium
0.5,0.85,0.010212166096987352,0.00981435333315201,0.006462036478143789,Yes,No,No,sales,medium
0.43,0.6,0.00612729965819241,0.005439280160542078,0.006462036478143789,No,No,Yes,technical,medium
0.55,0.6,0.008169732877589882,0.0069370529583725055,0.006462036478143789,No,No,No,sales,medium
0.46,0.62,0.01225459931638482,0.008395410682575816,0.006462036478143789,No,Yes,No,management,low
0.64,0.52,0.010212166096987352,0.01016908899579606,0.021540121593812633,Yes,No,No,technical,high
0.75,0.66,0.010212166096987352,0.009223127228745263,0.0043080243187625265,No,No,No,technical,high
0.82,0.97,0.00612729965819241,0.006306411780338641,0.0043080243187625265,No,No,No,management,medium
0.8,0.7,0.008169732877589882,0.009696108112270662,0.006462036478143789,No,No,Yes,management,low
0.65,1.0,0.008169732877589882,0.009026051860609681,0.008616048637525053,No,No,No,technical,low
1.0,0.6,0.008169732877589882,0.010444994511185876,0.008616048637525053,No,No,No,technical,low
0.29,0.77,0.00612729965819241,0.006464072074847108,0.012924072956287579,No,No,No,technical,medium
0.41,0.48,0.00612729965819241,0.006109336412203059,0.0043080243187625265,Yes,No,No,technical,medium
0.8,1.0,0.00612729965819241,0.006976468031999622,0.0043080243187625265,No,No,No,technical,medium
0.71,0.77,0.00612729965819241,0.00587284597044036,0.0043080243187625265,No,No,No,sales,medium
0.66,0.57,0.008169732877589882,0.008671316197965632,0.0043080243187625265,Yes,No,No,management,medium
0.34,0.51,0.00612729965819241,0.0041385827308472335,0.006462036478143789,No,No,No,management,medium
0.89,0.86,0.010212166096987352,0.01083914524745704,0.010770060796906317,No,Yes,No,sales,low
0.53,0.5,0.008169732877589882,0.007291788621016555,0.006462036478143789,No,No,No,management,low
0.85,0.77,0.008169732877589882,0.010405579437558758,0.006462036478143789,No,No,No,management,low
0.91,0.74,0.01225459931638482,0.009972013627660477,0.0043080243187625265,No,No,No,technical,low
0.99,0.94,0.010212166096987352,0.005951676117694593,0.006462036478143789,No,No,No,technical,medium
0.88,0.61,0.00612729965819241,0.009301957375999497,0.006462036478143789,No,No,No,management,medium
0.42,0.46,0.004084866438794941,0.0059122610440674765,0.006462036478143789,No,Yes,No,sales,medium
0.11,0.8,0.01225459931638482,0.01198218238264342,0.008616048637525053,No,Yes,No,sales,low
0.88,0.9,0.008169732877589882,0.009774938259524895,0.0043080243187625265,No,No,No,management,medium
0.92,0.96,0.00612729965819241,0.006069921338575942,0.0043080243187625265,Yes,No,No,sales,low
0.65,0.55,0.00612729965819241,0.006148751485830176,0.010770060796906317,No,No,No,management,low
0.57,0.69,0.00612729965819241,0.0083559956089487,0.017232097275050106,No,No,No,technical,low
0.91,0.66,0.00612729965819241,0.008198335314440234,0.008616048637525053,No,No,No,sales,medium
0.11,0.78,0.014297032535782291,0.01095739046833839,0.008616048637525053,No,Yes,No,sales,low
0.37,0.51,0.004084866438794941,0.005202789718779379,0.006462036478143789,No,Yes,No,technical,medium
0.82,0.77,0.00612729965819241,0.0042568279517285834,0.012924072956287579,No,No,No,technical,medium
0.7,0.83,0.00612729965819241,0.006266996706711525,0.006462036478143789,No,No,No,sales,low
0.96,0.77,0.00612729965819241,0.007607109210033486,0.006462036478143789,No,No,No,technical,medium
0.35,0.8,0.01225459931638482,0.011075635689219739,0.0043080243187625265,No,Yes,No,sales,medium
0.34,0.81,0.008169732877589882,0.004572148540745515,0.006462036478143789,Yes,No,No,sales,low
0.73,0.62,0.00612729965819241,0.008592486050711398,0.006462036478143789,No,No,No,sales,medium
0.84,0.95,0.010212166096987352,0.007843599651796186,0.006462036478143789,No,No,No,sales,high
0.75,0.86,0.010212166096987352,0.010247919143050293,0.010770060796906317,No,Yes,No,management,low
0.41,0.55,0.004084866438794941,0.005951676117694593,0.006462036478143789,No,Yes,No,sales,low
0.18,0.67,0.010212166096987352,0.008237750388067351,0.008616048637525053,No,No,No,sales,medium
0.7,0.66,0.008169732877589882,0.006621732369355574,0.006462036478143789,No,No,No,technical,low
0.7,0.9,0.008169732877589882,0.010011428701287593,0.006462036478143789,No,No,No,management,medium
0.25,0.87,0.00612729965819241,0.010444994511185876,0.008616048637525053,No,No,No,technical,low
0.27,0.64,0.004084866438794941,0.007410033841897904,0.006462036478143789,No,No,No,management,low
0.84,0.59,0.008169732877589882,0.008513655903457167,0.0043080243187625265,No,No,No,management,low
0.92,0.93,0.008169732877589882,0.009735523185897777,0.0043080243187625265,No,No,No,technical,medium
0.56,0.98,0.008169732877589882,0.008158920240813118,0.006462036478143789,No,No,No,technical,medium
0.1,0.8,0.014297032535782291,0.011509201499118021,0.010770060796906317,No,Yes,No,management,low
0.49,0.68,0.00612729965819241,0.007134128326508089,0.006462036478143789,No,No,No,sales,medium
0.41,0.47,0.004084866438794941,0.005439280160542078,0.006462036478143789,No,Yes,No,sales,low
0.66,0.57,0.010212166096987352,0.006345826853965758,0.010770060796906317,No,Yes,No,technical,high
0.95,0.55,0.010212166096987352,0.007291788621016555,0.0043080243187625265,No,No,No,management,low
0.36,0.52,0.004084866438794941,0.0053998650869149616,0.006462036478143789,No,Yes,No,management,low
0.98,0.92,0.010212166096987352,0.00871073127159275,0.006462036478143789,Yes,No,No,technical,medium
0.39,0.55,0.004084866438794941,0.006148751485830176,0.006462036478143789,No,Yes,No,technical,medium
0.49,0.56,0.008169732877589882,0.010247919143050293,0.012924072956287579,No,No,No,sales,low
0.88,0.51,0.00612729965819241,0.008316580535321584,0.015078085115668842,No,No,No,sales,medium
0.54,0.63,0.008169732877589882,0.0055181103077963116,0.006462036478143789,No,No,No,sales,medium
0.85,0.99,0.00612729965819241,0.008198335314440234,0.0043080243187625265,No,No,No,technical,low
0.54,0.65,0.00612729965819241,0.007291788621016555,0.0043080243187625265,No,No,No,sales,high
0.69,0.53,0.00612729965819241,0.005321034939660729,0.0043080243187625265,No,No,No,sales,low
0.68,0.57,0.010212166096987352,0.007370618768270787,0.008616048637525053,No,No,No,technical,high
0.71,0.68,0.00612729965819241,0.009104882007863914,0.0043080243187625265,Yes,No,No,technical,low
0.55,0.4,0.00612729965819241,0.006227581633084409,0.006462036478143789,No,No,No,management,low
0.37,0.72,0.00612729965819241,0.007212958473762321,0.0043080243187625265,No,No,No,sales,low
0.8,0.71,0.008169732877589882,0.006345826853965758,0.008616048637525053,No,No,No,management,low
0.91,0.77,0.00612729965819241,0.0076859393572877195,0.015078085115668842,No,No,No,sales,medium
0.86,0.55,0.010212166096987352,0.00587284597044036,0.008616048637525053,No,No,No,management,medium
0.88,0.99,0.010212166096987352,0.010326749290304527,0.012924072956287579,No,Yes,No,sales,low
0.95,0.88,0.00612729965819241,0.007843599651796186,0.006462036478143789,No,No,No,management,medium
0.72,0.51,0.00612729965819241,0.005754600749559011,0.0043080243187625265,Yes,No,No,sales,low
0.37,0.51,0.004084866438794941,0.0060305062649488265,0.006462036478143789,No,Yes,No,technical,low
0.84,0.84,0.00612729965819241,0.0059122610440674765,0.008616048637525053,No,No,No,sales,medium
0.2,0.99,0.010212166096987352,0.005951676117694593,0.006462036478143789,Yes,No,No,management,low
0.63,0.65,0.008169732877589882,0.009696108112270662,0.012924072956287579,Yes,No,No,sales,low
0.77,0.49,0.004084866438794941,0.011272711057355321,0.015078085115668842,No,No,No,management,low
0.69,0.63,0.004084866438794941,0.00993259855403336,0.006462036478143789,No,No,No,management,low
0.98,0.73,0.004084866438794941,0.009341372449626613,0.006462036478143789,No,No,No,sales,medium
0.54,0.77,0.00612729965819241,0.007291788621016555,0.006462036478143789,No,No,No,management,medium
0.14,0.62,0.008169732877589882,0.006227581633084409,0.008616048637525053,Yes,Yes,No,technical,low
0.8,0.87,0.010212166096987352,0.009459617670507962,0.012924072956287579,No,Yes,No,technical,low
0.44,0.56,0.004084866438794941,0.005596940455050545,0.006462036478143789,No,Yes,No,management,low
0.65,0.4,0.004084866438794941,0.005557525381423428,0.0043080243187625265,No,No,No,management,low
0.83,0.75,0.01225459931638482,0.00847424082983005,0.010770060796906317,No,No,No,sales,medium
0.79,0.83,0.00612729965819241,0.00496629927701668,0.021540121593812633,Yes,No,No,management,low
0.62,0.79,0.010212166096987352,0.00677939266386404,0.006462036478143789,No,No,No,sales,low
0.47,0.55,0.004084866438794941,0.006148751485830176,0.0043080243187625265,No,No,No,technical,medium
0.86,0.89,0.008169732877589882,0.005360450013287846,0.008616048637525053,No,No,No,technical,medium
0.78,0.99,0.008169732877589882,0.01005084377491471,0.012924072956287579,No,Yes,No,sales,low
0.86,0.93,0.010212166096987352,0.008789561418846983,0.010770060796906317,No,Yes,No,technical,medium
0.79,1.0,0.010212166096987352,0.010129673922168942,0.012924072956287579,No,Yes,No,sales,low
0.43,0.51,0.004084866438794941,0.005045129424270913,0.006462036478143789,No,Yes,No,sales,low
0.82,0.87,0.008169732877589882,0.009420202596880846,0.010770060796906317,No,Yes,No,sales,low
0.73,0.55,0.008169732877589882,0.010523824658440109,0.006462036478143789,No,No,No,sales,low
0.61,0.79,0.010212166096987352,0.01060265480569434,0.0043080243187625265,No,No,No,technical,low
0.13,0.67,0.010212166096987352,0.009223127228745263,0.012924072956287579,No,No,No,sales,medium
0.36,0.47,0.004084866438794941,0.005833430896813243,0.006462036478143789,No,Yes,No,technical,medium
0.24,0.42,0.010212166096987352,0.008277165461694467,0.010770060796906317,No,No,No,sales,low
0.5,0.6,0.00612729965819241,0.010642069879321458,0.006462036478143789,Yes,No,No,technical,medium
0.66,0.4,0.004084866438794941,0.006109336412203059,0.010770060796906317,Yes,No,No,management,medium
0.83,0.64,0.00612729965819241,0.009538447817762195,0.006462036478143789,No,No,No,sales,low
0.5,0.74,0.008169732877589882,0.010720900026575692,0.010770060796906317,No,No,No,sales,low
0.1,0.77,0.01225459931638482,0.009735523185897777,0.008616048637525053,No,Yes,No,sales,low
0.2,0.5,0.010212166096987352,0.005321034939660729,0.012924072956287579,No,Yes,No,technical,low
0.66,0.59,0.00612729965819241,0.008040675019931769,0.006462036478143789,No,No,No,technical,high
0.91,0.98,0.010212166096987352,0.005321034939660729,0.006462036478143789,No,No,No,sales,low
0.11,0.85,0.014297032535782291,0.01083914524745704,0.008616048637525053,No,Yes,No,management,medium
0.45,0.46,0.004084866438794941,0.0060305062649488265,0.006462036478143789,Yes,Yes,No,technical,medium
0.55,0.87,0.00612729965819241,0.007922429799050418,0.0043080243187625265,No,No,No,technical,medium
0.8,0.66,0.008169732877589882,0.008789561418846983,0.006462036478143789,No,No,No,management,medium
0.1,0.84,0.01225459931638482,0.012179257750779002,0.008616048637525053,No,Yes,No,management,low
0.84,0.99,0.008169732877589882,0.010523824658440109,0.010770060796906317,No,Yes,No,technical,low
0.15,0.94,0.010212166096987352,0.009617277965016428,0.012924072956287579,No,No,No,technical,high
0.09,0.83,0.01225459931638482,0.01162744671999937,0.010770060796906317,No,Yes,No,technical,low
0.42,0.54,0.004084866438794941,0.005123959571525147,0.006462036478143789,No,Yes,No,management,medium
0.62,0.64,0.008169732877589882,0.006424657001219991,0.006462036478143789,No,No,No,technical,low
0.86,0.94,0.00612729965819241,0.0083559956089487,0.006462036478143789,No,No,No,sales,medium
0.84,0.84,0.01225459931638482,0.010287334216677409,0.010770060796906317,No,No,No,technical,low
0.86,0.73,0.00612729965819241,0.006266996706711525,0.006462036478143789,No,No,No,management,medium
0.65,0.96,0.010212166096987352,0.006818807737491156,0.0043080243187625265,No,No,No,management,low
0.65,0.85,0.008169732877589882,0.00677939266386404,0.006462036478143789,No,No,No,sales,medium
0.49,0.52,0.00612729965819241,0.006148751485830176,0.0043080243187625265,No,No,No,sales,low
0.5,0.53,0.00612729965819241,0.005596940455050545,0.006462036478143789,Yes,No,No,technical,medium
0.6,0.91,0.008169732877589882,0.007291788621016555,0.006462036478143789,Yes,No,No,technical,low
0.96,0.6,0.010212166096987352,0.007173543400135205,0.010770060796906317,No,No,No,sales,medium
0.42,1.0,0.00612729965819241,0.007961844872677535,0.006462036478143789,No,Yes,No,sales,medium
0.11,0.88,0.01225459931638482,0.009972013627660477,0.008616048637525053,No,Yes,No,management,low
0.57,0.82,0.010212166096987352,0.008592486050711398,0.006462036478143789,No,No,No,management,medium
0.95,0.54,0.008169732877589882,0.01005084377491471,0.0043080243187625265,No,No,No,sales,low
0.84,0.96,0.01225459931638482,0.006109336412203059,0.010770060796906317,No,No,No,technical,medium
0.61,0.83,0.00612729965819241,0.004414488246237049,0.008616048637525053,Yes,No,No,technical,low
0.75,0.78,0.004084866438794941,0.010405579437558758,0.006462036478143789,Yes,No,No,technical,medium
0.57,0.76,0.00612729965819241,0.007883014725423302,0.0043080243187625265,No,No,No,management,low
0.92,0.77,0.00612729965819241,0.009301957375999497,0.006462036478143789,No,No,No,sales,medium
0.1,0.79,0.01225459931638482,0.01083914524745704,0.008616048637525053,No,Yes,No,technical,low
0.44,0.66,0.01225459931638482,0.005281619866033612,0.017232097275050106,No,No,No,technical,high
0.81,0.83,0.00612729965819241,0.005202789718779379,0.008616048637525053,No,No,No,sales,medium
0.85,0.78,0.010212166096987352,0.010366164363931642,0.0043080243187625265,Yes,No,No,technical,low
0.36,0.4,0.004084866438794941,0.0041385827308472335,0.006462036478143789,No,No,No,technical,low
0.87,0.9,0.008169732877589882,0.008434825756202934,0.006462036478143789,No,No,No,technical,medium
0.91,0.61,0.008169732877589882,0.0069370529583725055,0.006462036478143789,No,No,No,sales,low
0.87,0.79,0.00612729965819241,0.009617277965016428,0.006462036478143789,No,No,No,sales,high
0.63,0.94,0.008169732877589882,0.008631901124338516,0.006462036478143789,No,No,No,technical,low
0.71,0.88,0.008169732877589882,0.010484409584812992,0.006462036478143789,No,No,No,sales,high
0.91,0.38,0.010212166096987352,0.010996805541965506,0.010770060796906317,No,No,No,sales,low
0.75,0.77,0.00612729965819241,0.007015883105626739,0.008616048637525053,No,No,No,management,high
0.99,0.87,0.008169732877589882,0.007488863989152137,0.0043080243187625265,No,No,No,management,low
0.97,0.9,0.00612729965819241,0.01005084377491471,0.0043080243187625265,No,No,No,technical,low
0.72,0.55,0.008169732877589882,0.005715185675931894,0.006462036478143789,No,No,No,technical,low
0.47,0.49,0.004084866438794941,0.004414488246237049,0.006462036478143789,Yes,No,No,management,medium
0.43,0.57,0.004084866438794941,0.005321034939660729,0.006462036478143789,No,Yes,No,management,low
0.71,0.68,0.008169732877589882,0.00871073127159275,0.008616048637525053,No,No,No,technical,medium
0.78,0.55,0.00612729965819241,0.005675770602304777,0.0043080243187625265,No,No,No,technical,low
0.84,0.9,0.008169732877589882,0.009341372449626613,0.0043080243187625265,No,No,No,technical,low
0.38,0.51,0.004084866438794941,0.006266996706711525,0.006462036478143789,No,Yes,No,sales,medium
0.21,0.92,0.004084866438794941,0.008316580535321584,0.0043080243187625265,No,No,No,management,medium
0.91,0.84,0.010212166096987352,0.010444994511185876,0.010770060796906317,No,Yes,No,technical,medium
0.37,0.51,0.004084866438794941,0.005045129424270913,0.006462036478143789,No,Yes,No,technical,medium
0.16,0.64,0.01225459931638482,0.005636355528677661,0.010770060796906317,Yes,No,No,management,low
0.89,0.78,0.008169732877589882,0.008789561418846983,0.006462036478143789,No,No,No,technical,low
0.4,0.49,0.004084866438794941,0.00587284597044036,0.006462036478143789,No,Yes,No,management,low
0.62,0.49,0.008169732877589882,0.008592486050711398,0.008616048637525053,No,No,No,sales,medium
0.71,0.66,0.010212166096987352,0.007370618768270787,0.0043080243187625265,No,No,No,sales,medium
0.67,0.7,0.00612729965819241,0.00587284597044036,0.006462036478143789,No,No,No,management,low
